section,group,metric,value
yearly_risk,2020,rain_ratio,2.5477945615941024
yearly_risk,2020,frost_ratio,0.49711696361877183
yearly_risk,2020,n_accidents,225411.0
yearly_risk,2020,share_severe_on_wet_or_icy,0.1854464682363394
yearly_risk,2021,rain_ratio,2.3148763942334933
yearly_risk,2021,frost_ratio,0.710509560524388
yearly_risk,2021,n_accidents,226075.0
yearly_risk,2021,share_severe_on_wet_or_icy,0.17987789662801723
yearly_risk,2022,rain_ratio,2.595338120730579
yearly_risk,2022,frost_ratio,0.4993390187539369
yearly_risk,2022,n_accidents,242815.0
yearly_risk,2022,share_severe_on_wet_or_icy,0.17191680639292212
yearly_risk,2023,rain_ratio,2.5240493035076326
yearly_risk,2023,frost_ratio,0.7346452291392673
yearly_risk,2023,n_accidents,254611.0
yearly_risk,2023,share_severe_on_wet_or_icy,0.15711098717233687
yearly_risk,2024,rain_ratio,2.174278856464596
yearly_risk,2024,frost_ratio,0.6070467852430117
yearly_risk,2024,n_accidents,254000.0
yearly_risk,2024,share_severe_on_wet_or_icy,0.1499668419672738
rain_ratio_trend,2020-2024,slope_per_year,-0.0537858500984874
rain_ratio_trend,2020-2024,p_value,0.41978346536542077
